filename,__speechrate,__mean_syllable_duration,__mean_pause_duration,__syllable_duration_variability,__pause_duration_variability,__nsyll,__npauses,__speech_segments,query_duration,query_timestamp_start,query_timestamp_end
/home/udesa_ubuntu/test_audios/speech/es_male_short.webm,1.2172284644194757,0.19076923076923066,1.1744000000000006,0.10087716416146997,0.4985842356111952,13,5,"[[0.5959999999999996, 0.8999999999999997], [2.9479999999999995, 3.4279999999999995], [4.628, 4.8839999999999995], [5.556, 6.004], [6.708, 7.364], [8.612, 8.948]]",1.184453,2023-12-28 16:11:05.329388,2023-12-28 16:11:06.513841
