F0avg,F0std,F0max,F0min,F0skew,F0kurt,F0tiltavg,F0mseavg,F0tiltstd,F0msestd,F0tiltmax,F0msemax,F0tiltmin,F0msemin,F0tiltskw,F0mseskw,F0tiltku,F0mseku,1F0mean,1F0std,1F0max,1F0min,1F0skw,1F0ku,lastF0avg,lastF0std,lastF0max,lastF0min,lastF0skw,lastF0ku,avgEvoiced,stdEvoiced,skwEvoiced,kurtosisEvoiced,avgtiltEvoiced,stdtiltEvoiced,skwtiltEvoiced,kurtosistiltEvoiced,avgmseEvoiced,stdmseEvoiced,skwmseEvoiced,kurtosismseEvoiced,avg1Evoiced,std1Evoiced,max1Evoiced,min1Evoiced,skw1Evoiced,kurtosis1Evoiced,avglastEvoiced,stdlastEvoiced,maxlastEvoiced,minlastEvoiced,skwlastEvoiced,kurtosislastEvoiced,avgEunvoiced,stdEunvoiced,skwEunvoiced,kurtosisEunvoiced,avgtiltEunvoiced,stdtiltEunvoiced,skwtiltEunvoiced,kurtosistiltEunvoiced,avgmseEunvoiced,stdmseEunvoiced,skwmseEunvoiced,kurtosismseEunvoiced,avg1Eunvoiced,std1Eunvoiced,max1Eunvoiced,min1Eunvoiced,skw1Eunvoiced,kurtosis1Eunvoiced,avglastEunvoiced,stdlastEunvoiced,maxlastEunvoiced,minlastEunvoiced,skwlastEunvoiced,kurtosislastEunvoiced,Vrate,avgdurvoiced,stddurvoiced,skwdurvoiced,kurtosisdurvoiced,maxdurvoiced,mindurvoiced,avgdurunvoiced,stddurunvoiced,skwdurunvoiced,kurtosisdurunvoiced,maxdurunvoiced,mindurunvoiced,avgdurpause,stddurpause,skwdurpause,kurtosisdurpause,maxdurpause,mindurpause,PVU,PU,UVU,VVU,VP,UP
236.24520874023438,47.437198638916016,343.7589111328125,95.48567962646484,-0.31796935200691223,0.2764104361752642,22.935987960057695,233.65268123685692,294.7216303160365,398.5479665121959,565.7730102539042,1738.38950627009,-1345.1506042480512,0.6307534532388436,-2.6584206772933396,2.4986897940759425,10.795113403112225,5.387877541982359,279.7110900878906,31.91162872314453,340.2735900878906,171.24647521972656,-1.5294556617736816,4.5322424037286755,230.24610900878906,19.932395935058594,266.7913818359375,209.43190002441406,0.6566813588142395,-1.1363975006974276,-18.190671204253107,5.487825026509303,-0.9862405310929234,0.6600368047024072,-84.10982311887575,85.74648163797025,-0.9353238089026167,0.4657311869800669,15.22219303461789,17.489758293674427,1.9044759016294002,3.403024241492881,-28.08763562582727,5.0425100958117595,-19.03862999364609,-34.9692149268865,0.4068285182048026,-1.240798934540079,-8.570823298725449,2.952736895887282,-6.126155982351376,-16.554065352093733,-1.6799911361583317,1.766380489280265,-36.89231678846231,3.5258462771576333,-0.1854730546208554,-1.056709037111324,106.14265302472137,278.80101794362344,1.190703016326598,0.6734813106360038,5.802374001423541,6.8167548860072955,0.8143701045935006,-1.0022053758044194,-36.107354603896596,4.048834455364947,-32.05852014853165,-40.15618905926154,0.0,-2.0,-40.417764940235244,1.022367112199268,-39.42276790269372,-42.46725127631734,-1.1208818553193038,-0.10062285113589509,0.5586592178770949,0.28411764705882353,0.21354318542515585,0.7667920480442493,-0.21909247387771202,0.85,0.02,0.0625,0.03960744879438715,0.2912044297957198,-0.8849065887843048,0.14,0.0,2.5973684210526318,2.626764754368431,2.2639439942079345,4.650500478172825,11.43,0.16,7.493468503673269,41.55789473684211,0.18031395842172251,0.8196860415782775,0.10938673341677095,0.024062816616008103
